total_volume,volume_head,volume_thorax,volume_abdomen,total_length,length_head,length_thorax,length_abdomen,file_name
0.839,0.218,0.25,0.371,7.767,1.853,2.138,3.206,CAS001_CAS0000049_stacked_02_H
0.529,0.108,0.184,0.237,5.111,0.75,1.782,2.391,CAS001_CAS0000007_stacked_02_H
1.13,0.02,0.496,0.614,6.944,0.828,2.293,3.631,CAS001_CAS0000073_stacked_01_H
0.294,0.08,0.139,0.075,4.267,1.057,0.626,1.722,CAS002_CAS0000125_stacked_01_H
1.615,0.319,0.731,0.565,11.182,1.847,1.641,5.129,CAS001_CAS0000008_stacked_03_H
0.32,0.081,0.083,0.156,4.921,0.993,1.445,2.303,CAS002_CAS0000148_stacked_02_H
0.163,0.041,0.052,0.07,3.828,0.737,1.089,1.475,CAS002_CAS0000106_stacked_02_H
0.337,0.09,0.176,0.071,5.179,1.188,0.855,1.663,CAS001_CAS0000050_stacked_02_H
0.388,,0.1,0.288,2.964,,0.952,1.931,CAS002_CAS0000096_stacked_01_H
0.727,0.276,0.101,0.35,6.183,1.815,1.134,2.553,CAS001_CAS0000024_stacked_01_H
2.303,0.346,1.001,0.956,11.149,1.534,2.352,5.523,CAS001_CAS0000080_stacked_02_H
0.449,0.1,0.174,0.175,5.656,1.193,1.66,2.491,CAS001_CAS0000042_stacked_01_H
0.185,0.054,0.068,0.063,4.473,1.149,1.436,1.683,CAS002_CAS0000114_stacked_01_H
0.291,0.125,0.026,0.14,3.427,0.849,0.723,1.226,CAS001_CAS0000092_stacked_01_H
1.908,0.335,0.611,0.962,10.859,1.893,3.188,4.782,CAS001_CAS0000078_stacked_02_H
0.535,0.148,0.306,0.081,9.346,1.801,2.744,0.343,CAS001_CAS0000036_stacked_02_H
0.133,0.037,0.035,0.061,3.416,0.752,1.065,1.41,CAS002_CAS0000132_stacked_02_H
2.928,0.288,1.243,1.397,11.923,1.86,1.969,5.797,CAS001_CAS0000064_stacked_02_H
0.401,0.102,0.17,0.129,3.548,0.846,1.627,0.976,CAS002_CAS0000098_stacked_02_H
0.347,0.123,0.117,0.107,3.365,0.895,0.803,1.204,CAS001_CAS0000010_stacked_01_H
0.177,0.062,0.067,0.048,3.668,0.74,1.077,1.413,CAS002_CAS0000108_stacked_01_H
0.29,0.079,0.109,0.102,4.525,0.872,1.163,1.827,CAS002_CAS0000146_stacked_01_H
1.275,0.185,0.553,0.537,10.019,2.022,2.39,3.953,CAS001_CAS0000076_stacked_01_H
0.145,0.056,0.033,0.056,4.288,1.102,1.141,1.574,CAS002_CAS0000120_stacked_01_H
0.174,0.055,0.058,0.061,3.496,0.674,0.738,1.636,CAS001_CAS0000014_stacked_03_H
0.261,0.044,0.141,0.076,3.808,0.769,0.908,1.537,CAS002_CAS0000154_stacked_02_H
1.292,0.236,0.403,0.653,8.65,1.667,2.222,3.73,CAS001_CAS0000002_stacked_02_H
0.873,0.171,0.262,0.44,7.117,1.371,2.351,3.134,CAS001_CAS0000020_stacked_01_H
0.412,0.069,0.295,0.048,3.958,0.944,0.763,1.271,CAS001_CAS0000084_stacked_02_H
0.212,0.103,0.079,0.03,3.33,0.947,0.764,1.436,CAS002_CAS0000138_stacked_01_H
0.187,0.064,0.088,0.035,3.382,0.931,1.241,0.838,CAS002_CAS0000102_stacked_02_H
1.037,0.322,0.201,0.514,7.25,1.663,2.328,2.328,CAS001_CAS0000029_stacked_04_H
0.178,0.033,0.004,0.141,5.897,1.244,0.541,2.435,CAS001_CAS0000054_stacked_02_H
0.669,0.14,0.116,0.413,6.862,1.259,1.511,3.085,CAS001_CAS0000024_stacked_03_H
0.426,0.118,0.095,0.213,6.302,1.33,0.983,2.544,CAS001_CAS0000046_stacked_01_H
2.133,0.25,1.021,0.862,6.79,4.524,2.015,4.524,CAS001_CAS0000008_stacked_01_H
0.191,0.045,0.09,0.056,4.184,1.113,0.691,1.574,CAS002_CAS0000110_stacked_01_H
0.193,0.064,0.044,0.085,3.545,0.943,0.52,1.626,CAS001_CAS0000014_stacked_01_H
0.298,0.076,0.108,0.114,4.474,0.78,1.642,2.011,CAS002_CAS0000142_stacked_01_H
0.361,0.147,0.121,0.093,4.425,0.853,1.461,1.867,CAS002_CAS0000136_stacked_02_H
0.315,0.081,0.108,0.126,4.526,0.872,1.37,2.076,CAS001_CAS0000038_stacked_03_H
0.689,0.27,0.33,0.089,5.567,1.686,1.686,2.094,CAS001_CAS0000060_stacked_02_H
0.196,0.051,0.049,0.096,4.391,0.886,1.168,1.611,CAS002_CAS0000150_stacked_02_H
0.755,0.225,0.309,0.221,6.672,1.959,1.959,2.387,CAS001_CAS0000006_stacked_02_H
0.67,0.215,0.279,0.176,5.832,1.177,0.963,2.515,CAS001_CAS0000048_stacked_02_H
1.226,0.108,0.488,0.63,9.643,1.681,3.362,4.335,CAS001_CAS0000072_stacked_01_H
0.215,0.021,0.082,0.112,3.107,0.371,1.283,1.169,CAS002_CAS0000124_stacked_01_H
0.115,0.056,0.004,0.055,3.702,0.476,0.611,1.053,CAS002_CAS0000107_stacked_02_H
0.257,0.068,0.033,0.156,5.701,1.046,0.784,2.563,CAS002_CAS0000149_stacked_02_H
1.362,0.245,0.657,0.46,11.678,1.607,1.071,5.785,CAS001_CAS0000051_stacked_02_H
0.458,0.165,0.263,0.03,5.374,1.676,1.331,1.972,CAS001_CAS0000025_stacked_01_H
0.27,0.035,0.121,0.114,3.353,0.523,1.292,1.292,CAS002_CAS0000097_stacked_01_H
1.773,0.466,0.463,0.844,12.075,2.769,1.662,4.874,CAS001_CAS0000081_stacked_02_H
0.637,0.129,0.303,0.205,6.426,1.12,1.356,2.889,CAS001_CAS0000043_stacked_01_H
0.226,0.075,0.076,0.075,4.593,1.264,1.433,1.77,CAS002_CAS0000115_stacked_01_H
0.405,0.115,0.13,0.16,5.329,1.614,1.125,2.054,CAS001_CAS0000093_stacked_01_H
1.158,0.147,0.494,0.517,9.29,1.449,1.875,4.432,CAS001_CAS0000037_stacked_02_H
1.71,0.088,0.503,1.119,8.081,0.667,2.817,4.448,CAS001_CAS0000079_stacked_02_H
0.276,0.045,0.095,0.136,4.498,0.949,0.578,1.981,CAS002_CAS0000133_stacked_02_H
0.451,0.177,0.21,0.064,3.536,0.941,1.103,0.844,CAS002_CAS0000099_stacked_02_H
2.753,0.438,1.355,0.96,10.521,1.641,1.834,4.633,CAS001_CAS0000065_stacked_02_H
0.31,0.08,0.104,0.126,4.1,0.94,1.204,1.843,CAS001_CAS0000011_stacked_01_H
0.281,0.073,0.093,0.115,4.995,1.054,0.962,2.154,CAS002_CAS0000147_stacked_01_H
0.168,0.054,0.059,0.055,3.999,0.954,1.211,1.651,CAS002_CAS0000109_stacked_01_H
0.523,0.133,0.157,0.233,7.488,1.374,1.58,2.816,CAS001_CAS0000077_stacked_01_H
0.446,0.096,0.232,0.118,6.048,1.165,1.665,2.497,CAS001_CAS0000039_stacked_01_H
0.273,0.237,0.036,,1.772,1.203,0.52,,CAS002_CAS0000121_stacked_01_H
0.242,0.05,0.082,0.11,4.335,0.795,1.313,1.949,CAS002_CAS0000155_stacked_02_H
0.962,0.234,0.513,0.215,6.68,1.471,1.41,2.635,CAS001_CAS0000015_stacked_03_H
0.488,0.207,0.217,0.064,6.444,1.36,1.301,0.296,CAS001_CAS0000003_stacked_02_H
0.392,0.069,0.182,0.141,4.513,0.869,1.573,1.615,CAS003_CAS0000207_stacked_02_H
0.607,0.095,0.219,0.293,5.859,0.968,1.559,2.527,CAS003_CAS0000249_stacked_02_H
0.277,0.069,0.101,0.107,4.468,0.902,0.82,1.722,CAS005_CAS0000412_stacked_01_H
0.55,0.049,0.231,0.27,4.766,0.918,0.787,2.142,CAS005_CAS0000388_stacked_01_H
0.282,0.073,0.101,0.108,3.961,0.872,1.272,1.345,CAS003_CAS0000211_stacked_03_H
0.463,0.123,0.14,0.2,4.79,1.626,0.747,1.978,CAS002_CAS0000182_stacked_01_H
0.416,0.128,0.194,0.094,5.004,1.148,1.148,1.194,CAS002_CAS0000168_stacked_02_H
0.232,0.071,0.108,0.053,4.006,0.992,0.698,1.507,CAS004_CAS0000314_stacked_02_H
0.278,0.08,0.106,0.092,6.059,1.279,1.39,2.057,CAS003_CAS0000273_stacked_01_H
0.384,,0.127,0.257,3.251,,1.104,1.939,CAS004_CAS0000296_stacked_02_H
0.279,0.03,0.092,0.157,5.0,0.688,1.33,2.385,CAS004_CAS0000372_stacked_02_H
0.233,0.04,0.092,0.101,4.775,0.876,1.49,1.928,CAS005_CAS0000400_stacked_02_H
0.507,0.155,0.191,0.161,6.704,1.353,2.276,2.829,CAS003_CAS0000215_stacked_01_H
0.479,0.181,0.298,,2.209,0.628,0.973,,CAS004_CAS0000348_stacked_01_H
0.44,0.068,0.138,0.234,5.012,0.874,1.701,2.207,CAS003_CAS0000261_stacked_02_H
0.295,0.055,0.09,0.15,4.648,0.768,1.492,2.26,CAS003_CAS0000192_stacked_01_H
0.168,0.048,0.048,0.072,4.489,0.783,1.606,2.018,CAS004_CAS0000306_stacked_01_H
0.158,0.055,0.039,0.064,5.022,1.06,1.612,2.211,CAS002_CAS0000190_stacked_02_H
0.308,0.051,0.211,0.046,4.381,0.844,1.487,1.728,CAS004_CAS0000354_stacked_01_H
0.265,0.055,0.109,0.101,4.361,0.88,0.76,2.041,CAS002_CAS0000166_stacked_01_H
0.269,0.097,0.113,0.059,3.886,0.856,1.319,1.319,CAS003_CAS0000233_stacked_02_H
0.61,,0.306,0.304,4.434,,1.749,2.278,CAS003_CAS0000247_stacked_01_H
0.395,0.064,0.099,0.232,4.755,0.785,1.57,2.312,CAS003_CAS0000209_stacked_01_H
0.294,,0.183,0.111,3.239,,0.892,1.872,CAS003_CAS0000285_stacked_02_H
0.309,0.069,0.12,0.12,3.84,0.81,1.162,1.55,CAS002_CAS0000174_stacked_02_H
0.284,0.09,0.121,0.073,4.425,1.218,1.055,1.177,CAS004_CAS0000308_stacked_02_H
0.342,0.081,0.146,0.115,4.33,0.874,1.629,1.51,CAS003_CAS0000221_stacked_01_H
0.284,0.06,0.155,0.069,3.965,0.728,1.382,1.601,CAS004_CAS0000332_stacked_01_H
0.332,0.05,0.239,0.043,4.036,1.185,1.222,0.741,CAS003_CAS0000255_stacked_02_H
0.861,0.253,0.32,0.288,7.008,1.865,1.672,2.829,CAS005_CAS0000394_stacked_01_H
0.465,0.043,0.134,0.288,3.444,0.885,0.632,0.695,CAS004_CAS0000298_stacked_01_H
0.323,0.076,0.134,0.113,4.921,0.993,1.083,2.122,CAS002_CAS0000187_stacked_01_H
0.41,0.042,0.219,0.149,4.943,0.816,1.179,2.268,CAS003_CAS0000276_stacked_01_H
0.399,0.118,0.164,0.117,4.167,0.879,1.529,1.567,CAS004_CAS0000311_stacked_02_H
0.248,0.058,0.147,0.043,3.14,0.72,1.325,0.835,CAS003_CAS0000238_stacked_01_H
0.306,0.081,0.141,0.084,3.911,0.861,0.897,1.615,CAS005_CAS0000417_stacked_01_H
0.217,0.067,0.062,0.088,4.791,0.923,0.703,2.066,CAS002_CAS0000157_stacked_01_H
0.199,0.057,0.102,0.04,3.922,0.828,1.259,1.727,CAS003_CAS0000202_stacked_02_H
0.225,0.082,0.031,0.112,5.186,1.047,0.666,2.332,CAS003_CAS0000197_stacked_01_H
0.402,0.127,0.177,0.098,3.738,0.823,1.029,1.475,CAS004_CAS0000303_stacked_01_H
0.489,0.061,0.137,0.291,4.619,0.72,1.568,2.288,CAS003_CAS0000264_stacked_02_H
0.514,0.062,0.402,0.05,4.024,0.775,0.701,1.366,CAS004_CAS0000293_stacked_02_H
0.341,0.124,0.078,0.139,4.712,1.037,1.34,2.161,CAS003_CAS0000210_stacked_01_H
0.381,0.027,0.155,0.199,4.944,0.59,1.406,2.404,CAS004_CAS0000339_stacked_02_H
0.391,0.02,0.145,0.226,4.378,0.402,1.486,2.329,CAS005_CAS0000405_stacked_02_H
0.48,0.067,0.22,0.193,4.602,0.591,1.14,2.195,CAS004_CAS0000377_stacked_02_H
0.204,0.051,0.034,0.119,5.215,1.148,1.196,2.345,CAS002_CAS0000159_stacked_02_H
0.642,0.148,0.26,0.234,7.022,1.611,1.546,2.899,CAS004_CAS0000325_stacked_02_H
0.456,0.066,0.268,0.122,5.04,1.017,0.74,2.127,CAS005_CAS0000419_stacked_02_H
0.327,0.056,0.217,0.054,3.656,0.805,0.704,0.939,CAS003_CAS0000242_stacked_01_H
0.302,0.065,0.139,0.098,3.215,0.796,1.091,1.091,CAS003_CAS0000236_stacked_02_H
0.227,0.056,0.077,0.094,4.137,0.835,0.797,1.708,CAS002_CAS0000163_stacked_01_H
0.32,0.091,0.124,0.105,4.083,1.161,1.049,1.723,CAS004_CAS0000351_stacked_01_H
0.299,0.006,0.098,0.195,3.69,0.271,1.286,2.031,CAS003_CAS0000278_stacked_02_H
0.257,0.086,0.117,0.054,4.791,1.187,1.319,2.198,CAS002_CAS0000189_stacked_02_H
0.323,0.039,0.129,0.155,4.333,0.477,1.511,2.186,CAS005_CAS0000391_stacked_01_H
0.274,0.076,0.107,0.091,4.935,1.222,1.041,1.675,CAS003_CAS0000250_stacked_02_H
0.418,0.104,0.182,0.132,4.498,1.032,1.279,1.94,CAS004_CAS0000379_stacked_01_H
0.17,0.04,0.082,0.048,3.494,0.898,0.513,1.186,CAS004_CAS0000337_stacked_01_H
0.405,,0.228,0.177,3.014,,1.493,1.659,CAS003_CAS0000280_stacked_02_H
0.282,0.061,0.098,0.123,4.969,0.957,1.322,2.234,CAS003_CAS0000199_stacked_02_H
0.315,0.054,0.11,0.151,4.639,0.724,1.532,2.256,CAS003_CAS0000224_stacked_01_H
0.375,0.018,0.126,0.231,4.68,0.472,1.631,2.49,CAS005_CAS0000389_stacked_01_H
0.219,0.075,0.103,0.041,4.27,1.214,0.862,0.94,CAS005_CAS0000413_stacked_01_H
0.276,0.048,0.09,0.138,3.663,0.706,1.109,1.512,CAS003_CAS0000248_stacked_02_H
0.348,0.021,0.131,0.196,3.869,0.461,1.384,1.952,CAS004_CAS0000361_stacked_01_H
0.28,0.065,0.109,0.106,5.187,1.047,0.809,2.284,CAS003_CAS0000206_stacked_02_H
0.252,0.077,0.115,0.06,3.579,0.952,1.215,1.116,CAS002_CAS0000183_stacked_01_H
0.42,0.127,0.164,0.129,5.248,1.107,2.022,1.733,CAS003_CAS0000272_stacked_01_H
0.296,0.061,0.15,0.085,4.648,0.895,1.066,1.748,CAS004_CAS0000315_stacked_02_H
0.104,0.047,0.011,0.046,4.412,1.093,1.214,1.659,CAS002_CAS0000169_stacked_02_H
0.267,0.094,0.162,0.011,3.425,1.037,1.037,0.597,CAS004_CAS0000297_stacked_02_H
0.685,0.156,0.314,0.215,5.76,1.057,1.374,2.219,CAS003_CAS0000214_stacked_01_H
0.544,0.138,0.157,0.249,5.803,1.544,1.757,2.396,CAS005_CAS0000401_stacked_02_H
0.21,0.058,0.079,0.073,4.076,0.823,0.972,1.832,CAS003_CAS0000193_stacked_01_H
0.074,0.019,0.036,0.019,6.125,0.955,1.461,0.787,CAS004_CAS0000307_stacked_01_H
0.473,0.147,0.326,,2.61,1.221,1.341,,CAS004_CAS0000349_stacked_01_H
0.299,0.096,0.127,0.076,5.279,1.162,1.55,2.325,CAS003_CAS0000260_stacked_02_H
0.292,0.081,0.149,0.062,3.479,0.606,1.213,0.862,CAS003_CAS0000232_stacked_02_H
0.284,0.079,0.142,0.063,4.107,0.942,1.206,1.62,CAS002_CAS0000167_stacked_01_H
0.248,0.075,0.052,0.121,5.833,1.231,0.91,2.194,CAS004_CAS0000355_stacked_01_H
0.222,0.051,0.149,0.022,4.342,1.155,1.553,1.394,CAS004_CAS0000304_stacked_05_H
0.326,0.092,0.102,0.132,4.497,1.031,1.238,2.021,CAS003_CAS0000208_stacked_01_H
0.267,0.07,0.067,0.13,4.183,0.883,1.458,1.688,CAS004_CAS0000321_stacked_02_H
0.345,0.068,0.154,0.123,4.298,0.71,1.735,1.696,CAS005_CAS0000387_stacked_02_H
0.222,0.068,0.021,0.133,5.512,1.264,1.416,2.428,CAS003_CAS0000246_stacked_01_H
0.251,0.019,0.146,0.086,4.094,0.563,1.465,1.577,CAS003_CAS0000284_stacked_02_H
0.539,0.066,0.252,0.221,5.182,0.998,0.665,2.615,CAS004_CAS0000347_stacked_02_H
0.512,0.162,0.35,,2.147,0.965,1.143,,CAS004_CAS0000309_stacked_02_H
0.764,0.192,0.293,0.279,6.814,1.625,1.688,2.688,CAS003_CAS0000220_stacked_01_H
0.318,0.084,0.192,0.042,4.449,1.02,1.061,1.184,CAS002_CAS0000175_stacked_02_H
0.249,0.045,0.021,0.183,7.204,1.454,1.52,2.974,CAS005_CAS0000395_stacked_01_H
0.222,0.098,0.092,0.032,4.386,1.247,1.449,1.569,CAS003_CAS0000254_stacked_02_H
0.333,0.08,0.144,0.109,4.828,1.152,1.55,1.905,CAS004_CAS0000333_stacked_01_H
0.294,0.157,0.128,0.009,3.494,1.548,1.687,1.687,CAS004_CAS0000299_stacked_01_H
0.27,0.093,0.068,0.109,4.563,0.963,1.088,1.925,CAS002_CAS0000186_stacked_01_H
0.324,0.03,0.165,0.129,4.874,0.715,1.565,2.191,CAS004_CAS0000310_stacked_02_H
0.257,0.092,0.14,0.025,3.595,1.022,1.088,1.22,CAS003_CAS0000239_stacked_01_H
0.299,,0.163,0.136,3.532,,1.134,1.847,CAS003_CAS0000277_stacked_01_H
0.252,0.075,0.123,0.054,3.913,0.933,0.933,1.4,CAS003_CAS0000203_stacked_02_H
0.528,0.11,0.209,0.209,4.928,0.995,1.266,2.034,CAS004_CAS0000364_stacked_01_H
0.818,0.075,0.246,0.497,5.272,1.451,1.403,2.128,CAS005_CAS0000416_stacked_01_H
0.518,0.1,0.169,0.249,5.345,1.373,1.03,2.011,CAS003_CAS0000265_stacked_02_H
0.267,0.075,0.093,0.099,4.735,0.956,1.173,1.825,CAS003_CAS0000196_stacked_01_H
0.339,0.027,0.249,0.063,10.424,1.249,5.043,2.402,CAS004_CAS0000302_stacked_01_H
0.247,0.023,0.076,0.148,4.264,0.587,1.252,1.8,CAS004_CAS0000292_stacked_02_H
0.225,,0.089,0.136,3.379,,1.302,1.953,CAS004_CAS0000376_stacked_02_H
0.48,0.149,0.186,0.145,4.145,0.837,1.635,1.521,CAS005_CAS0000404_stacked_02_H
0.353,0.094,0.137,0.122,4.019,0.995,1.254,1.106,CAS003_CAS0000211_stacked_01_H
0.322,0.047,0.181,0.094,4.119,0.945,0.718,1.663,CAS004_CAS0000380_stacked_01_H
0.31,0.075,0.132,0.103,3.538,0.714,1.331,0.941,CAS003_CAS0000243_stacked_01_H
0.398,0.052,0.235,0.111,4.464,0.983,0.655,1.925,CAS002_CAS0000158_stacked_02_H
0.373,0.071,0.181,0.121,4.347,0.877,0.638,1.914,CAS004_CAS0000350_stacked_01_H
0.431,0.027,0.122,0.282,3.776,0.346,1.386,1.94,CAS003_CAS0000279_stacked_02_H
0.334,0.045,0.235,0.054,3.965,0.8,0.691,1.564,CAS003_CAS0000237_stacked_02_H
0.2,0.073,0.058,0.069,4.731,1.042,0.998,1.953,CAS002_CAS0000188_stacked_02_H
0.404,0.165,0.239,,2.808,1.236,1.52,,CAS004_CAS0000336_stacked_01_H
0.368,0.09,0.2,0.078,4.873,1.118,1.654,1.878,CAS003_CAS0000251_stacked_02_H
0.513,0.075,0.438,,3.115,0.829,2.229,,CAS004_CAS0000378_stacked_01_H
0.435,0.034,0.267,0.134,4.077,0.673,0.785,1.646,CAS003_CAS0000281_stacked_02_H
0.283,0.059,0.131,0.093,5.466,1.003,1.254,2.056,CAS002_CAS0000170_stacked_02_H
0.274,0.066,0.081,0.127,5.334,1.126,1.126,2.349,CAS003_CAS0000198_stacked_02_H
0.261,0.006,0.191,0.064,10.684,0.098,2.216,2.265,CAS003_CAS0000225_stacked_01_H
0.495,0.103,0.28,0.112,5.906,1.355,1.625,1.951,CAS004_CAS0000342_stacked_02_H
0.337,0.019,0.138,0.18,4.64,0.553,1.447,2.469,CAS004_CAS0000286_stacked_01_H
0.626,0.253,0.224,0.149,5.718,1.312,1.994,2.151,CAS005_CAS0000410_stacked_01_H
0.539,0.06,0.268,0.211,6.057,1.222,1.445,2.501,CAS004_CAS0000362_stacked_01_H
0.275,0.085,0.068,0.122,5.174,0.949,1.092,2.326,CAS003_CAS0000205_stacked_02_H
0.36,0.106,0.164,0.09,6.056,1.222,1.333,2.222,CAS003_CAS0000271_stacked_01_H
0.271,0.089,0.089,0.093,3.912,1.256,0.574,1.543,CAS004_CAS0000358_stacked_02_H
0.17,0.043,0.064,0.063,2.883,0.714,1.005,1.058,CAS004_CAS0000316_stacked_02_H
0.692,0.239,0.195,0.258,6.634,1.4,2.13,2.8,CAS002_CAS0000180_stacked_01_H
0.739,0.092,0.204,0.443,6.444,1.123,2.187,2.956,CAS003_CAS0000217_stacked_01_H
0.374,0.081,0.096,0.197,4.488,0.947,1.153,2.182,CAS005_CAS0000402_stacked_02_H
0.343,0.049,0.28,0.014,4.078,0.711,0.636,1.684,CAS004_CAS0000370_stacked_02_H
0.578,0.166,0.349,0.063,3.711,0.783,1.294,1.498,CAS003_CAS0000259_stacked_01_H
0.812,0.246,0.355,0.211,6.788,1.557,2.055,3.114,CAS004_CAS0000294_stacked_02_H
0.168,0.034,0.024,0.11,5.203,1.05,1.241,2.244,CAS004_CAS0000304_stacked_01_H
0.424,0.071,0.254,0.099,4.173,0.88,0.842,1.302,CAS002_CAS0000178_stacked_01_H
0.472,0.127,0.212,0.133,5.027,1.199,1.614,1.937,CAS003_CAS0000263_stacked_02_H
0.29,,0.019,0.271,3.065,,1.687,2.615,CAS003_CAS0000231_stacked_02_H
0.167,0.087,0.059,0.021,4.606,1.183,1.268,0.549,CAS004_CAS0000318_stacked_01_H
0.206,0.063,0.088,0.055,4.663,0.984,1.711,1.711,CAS002_CAS0000164_stacked_01_H
0.296,0.052,0.191,0.053,4.214,0.696,0.928,1.74,CAS004_CAS0000356_stacked_01_H
0.322,0.037,0.095,0.19,3.773,0.45,1.385,1.8,CAS004_CAS0000322_stacked_02_H
0.375,0.081,0.131,0.163,5.52,1.013,1.62,2.532,CAS003_CAS0000245_stacked_01_H
0.382,0.056,0.087,0.239,4.14,0.836,0.949,1.975,CAS004_CAS0000288_stacked_02_H
0.521,0.001,0.079,0.441,9.767,0.269,1.611,3.137,CAS004_CAS0000344_stacked_02_H
0.403,0.057,0.234,0.112,4.389,0.886,1.449,1.691,CAS003_CAS0000223_stacked_01_H
0.27,0.077,0.112,0.081,4.535,0.957,1.498,1.914,CAS002_CAS0000176_stacked_02_H
0.517,0.16,0.241,0.116,6.553,1.563,1.924,2.585,CAS005_CAS0000396_stacked_01_H
0.387,0.041,0.171,0.175,5.284,0.873,1.357,2.375,CAS003_CAS0000257_stacked_02_H
0.643,0.122,0.265,0.256,6.881,1.136,1.641,3.157,CAS003_CAS0000219_stacked_02_H
0.305,0.059,0.09,0.156,4.873,0.76,1.744,2.191,CAS004_CAS0000313_stacked_02_H
0.543,0.078,0.308,0.157,4.339,1.035,1.393,1.712,CAS003_CAS0000274_stacked_01_H
0.341,0.089,0.129,0.123,4.894,0.943,1.526,2.11,CAS002_CAS0000185_stacked_01_H
0.321,0.087,0.144,0.09,4.887,0.986,0.942,2.107,CAS003_CAS0000200_stacked_02_H
0.683,0.286,0.279,0.118,5.302,1.362,1.751,1.848,CAS005_CAS0000415_stacked_01_H
0.335,0.114,0.167,0.054,4.667,1.285,1.541,1.199,CAS003_CAS0000266_stacked_02_H
0.159,0.039,0.068,0.052,3.024,0.499,2.025,1.47,CAS003_CAS0000228_stacked_02_H
0.25,0.077,0.081,0.092,4.085,0.937,1.199,1.799,CAS003_CAS0000195_stacked_01_H
0.255,0.067,0.107,0.081,3.495,0.738,1.315,1.315,CAS004_CAS0000301_stacked_01_H
0.347,0.037,0.073,0.237,5.127,0.753,1.364,2.352,CAS004_CAS0000375_stacked_02_H
0.24,0.083,0.119,0.038,3.973,1.021,0.911,0.984,CAS003_CAS0000212_stacked_01_H
0.479,0.045,0.294,0.14,4.276,0.785,0.785,1.766,CAS004_CAS0000291_stacked_02_H
0.418,0.073,0.222,0.123,4.249,0.858,1.481,1.715,CAS004_CAS0000369_stacked_02_H
0.495,0.131,0.07,0.294,8.172,1.949,1.424,2.999,CAS003_CAS0000240_stacked_01_H
0.236,0.088,,0.148,4.527,1.08,,2.077,CAS004_CAS0000327_stacked_02_H
0.314,0.073,0.13,0.111,3.942,0.796,1.338,1.374,CAS005_CAS0000421_stacked_01_H
0.41,0.065,0.156,0.189,4.163,0.764,1.49,1.795,CAS004_CAS0000353_stacked_01_H
0.195,0.075,0.076,0.044,3.945,0.977,1.231,1.303,CAS002_CAS0000161_stacked_01_H
0.274,0.075,0.122,0.077,3.738,0.789,1.337,1.303,CAS003_CAS0000234_stacked_02_H
0.273,0.031,0.117,0.125,4.265,0.548,1.33,1.839,CAS004_CAS0000335_stacked_01_H
0.29,0.072,0.146,0.072,4.458,1.063,1.431,1.432,CAS003_CAS0000252_stacked_02_H
0.311,0.072,0.124,0.115,4.524,0.913,1.079,1.868,CAS005_CAS0000409_stacked_01_H
0.381,0.116,0.214,0.051,4.0,1.284,1.358,0.917,CAS005_CAS0000393_stacked_01_H
0.578,0.13,0.214,0.234,6.934,1.527,2.099,3.053,CAS003_CAS0000226_stacked_01_H
0.433,0.07,0.219,0.144,4.493,0.948,0.66,1.772,CAS003_CAS0000268_stacked_01_H
0.503,0.074,0.238,0.191,4.658,0.855,0.897,2.179,CAS004_CAS0000341_stacked_02_H
0.413,0.032,0.381,,3.421,0.282,3.107,,CAS003_CAS0000282_stacked_02_H
0.356,0.065,0.205,0.086,3.875,0.782,1.564,1.386,CAS004_CAS0000287_stacked_01_H
0.287,0.068,0.147,0.072,4.666,0.899,0.942,1.884,CAS003_CAS0000204_stacked_02_H
0.5,0.075,0.225,0.2,4.422,0.771,1.542,1.947,CAS004_CAS0000363_stacked_01_H
0.45,0.096,0.05,0.304,8.087,1.632,1.558,3.784,CAS005_CAS0000411_stacked_01_H
0.177,0.113,0.051,0.013,4.082,2.172,1.572,1.61,CAS004_CAS0000317_stacked_02_H
0.332,0.068,0.16,0.104,4.153,0.762,0.876,1.714,CAS003_CAS0000270_stacked_01_H
0.17,0.036,0.045,0.089,4.701,0.819,1.164,2.157,CAS004_CAS0000359_stacked_02_H
0.174,0.063,0.049,0.062,3.658,0.772,0.436,1.645,CAS002_CAS0000181_stacked_01_H
0.204,0.081,0.117,0.006,4.256,0.976,1.288,1.054,CAS004_CAS0000371_stacked_02_H
0.299,0.08,0.113,0.106,4.656,0.983,1.581,1.922,CAS003_CAS0000258_stacked_01_H
0.304,0.063,0.191,0.05,4.304,0.829,1.343,1.619,CAS005_CAS0000403_stacked_02_H
0.438,0.071,0.263,0.104,4.895,0.943,1.347,1.976,CAS005_CAS0000399_stacked_02_H
0.754,0.181,0.341,0.232,6.018,1.491,1.767,1.822,CAS003_CAS0000216_stacked_01_H
0.359,0.074,0.142,0.143,4.11,0.943,1.018,1.471,CAS004_CAS0000295_stacked_02_H
0.246,0.078,0.072,0.096,4.291,0.905,1.142,1.575,CAS003_CAS0000262_stacked_02_H
0.302,0.104,0.115,0.083,4.281,1.1,1.1,1.846,CAS002_CAS0000179_stacked_01_H
0.307,0.054,0.148,0.105,5.018,0.921,1.105,2.164,CAS003_CAS0000191_stacked_01_H
0.417,0.111,0.224,0.082,4.053,0.855,1.301,1.599,CAS004_CAS0000305_stacked_01_H
0.362,0.139,0.121,0.102,4.911,1.216,0.586,2.208,CAS004_CAS0000357_stacked_01_H
0.235,0.073,0.097,0.065,4.952,1.09,0.727,2.226,CAS002_CAS0000165_stacked_01_H
