total_volume,volume_head,volume_thorax,volume_abdomen,total_length,length_head,length_thorax,length_abdomen,file_name
0.3,0.1,0.2,0.1,3.9,0.8,0.6,1.6,CAS004_CAS0000307_stacked_02_H
0.3,0.1,0.1,0.2,4.9,0.7,1.6,2.4,CAS003_CAS0000206_stacked_01_H
0.3,0.1,0.1,0.1,4.1,0.8,1.5,1.7,CAS004_CAS0000361_stacked_02_H
0.2,0.0,0.1,0.1,3.6,0.6,1.2,1.1,CAS003_CAS0000248_stacked_01_H
0.4,0.1,0.2,0.0,4.4,1.1,1.6,1.5,CAS005_CAS0000389_stacked_02_H
0.2,0.0,0.1,0.1,4.8,0.8,1.3,2.1,CAS005_CAS0000413_stacked_02_H
0.1,0.0,0.0,0.0,4.4,0.9,1.2,1.3,CAS002_CAS0000169_stacked_01_H
0.3,0.1,0.1,0.1,4.7,0.9,0.9,1.9,CAS004_CAS0000315_stacked_01_H
0.4,0.1,0.2,0.1,5.2,1.3,1.7,1.3,CAS003_CAS0000272_stacked_02_H
0.3,0.0,0.1,0.2,3.9,0.3,1.4,2.1,CAS002_CAS0000183_stacked_02_H
0.4,0.0,0.2,0.2,4.0,0.7,1.4,1.7,CAS004_CAS0000378_stacked_02_H
0.3,0.1,0.2,0.0,5.1,1.1,0.9,1.8,CAS003_CAS0000251_stacked_01_H
0.4,0.0,0.2,0.2,4.5,0.9,1.1,1.9,CAS004_CAS0000336_stacked_02_H
0.5,0.1,0.2,0.2,5.6,0.9,1.4,2.4,CAS004_CAS0000342_stacked_01_H
0.6,0.1,0.2,0.3,6.8,1.2,2.2,3.2,CAS003_CAS0000225_stacked_02_H
0.3,0.1,0.1,0.1,4.8,1.2,1.3,1.5,CAS003_CAS0000198_stacked_01_H
0.5,0.1,0.1,0.2,5.3,1.1,1.6,2.5,CAS002_CAS0000170_stacked_01_H
0.4,0.1,0.2,0.1,3.9,0.9,0.8,1.4,CAS003_CAS0000281_stacked_01_H
0.3,0.1,0.2,0.1,3.6,0.8,1.0,1.1,CAS002_CAS0000158_stacked_01_H
0.3,0.0,0.1,0.2,3.8,0.9,1.0,1.6,CAS004_CAS0000324_stacked_01_H
0.3,0.1,0.1,0.1,3.6,0.7,1.5,1.0,CAS003_CAS0000243_stacked_02_H
0.3,0.0,0.2,0.0,4.0,0.8,0.6,1.6,CAS004_CAS0000380_stacked_02_H
0.2,0.1,0.0,0.1,4.8,1.0,1.5,2.1,CAS002_CAS0000188_stacked_01_H
0.2,0.1,0.1,0.1,4.2,0.9,0.9,1.4,CAS003_CAS0000237_stacked_01_H
0.3,0.1,0.1,0.0,3.6,0.8,1.4,1.3,CAS002_CAS0000162_stacked_02_H
0.4,0.1,0.3,0.0,3.3,1.0,2.3,1.5,CAS003_CAS0000279_stacked_01_H
0.4,0.0,0.2,0.1,4.8,0.8,0.9,2.2,CAS004_CAS0000350_stacked_02_H
0.3,0.1,0.1,0.1,4.7,1.0,1.0,1.9,CAS003_CAS0000196_stacked_02_H
0.2,0.1,0.1,0.1,4.2,0.6,0.7,1.8,CAS004_CAS0000302_stacked_02_H
0.5,0.1,0.1,0.3,5.5,1.0,1.7,2.6,CAS003_CAS0000265_stacked_01_H
0.2,0.1,0.1,0.0,3.6,1.0,1.3,1.1,CAS003_CAS0000211_stacked_02_H
0.4,0.1,0.2,0.1,4.5,0.9,1.8,1.6,CAS005_CAS0000404_stacked_01_H
0.3,0.1,0.1,0.1,4.0,1.2,0.9,2.0,CAS004_CAS0000292_stacked_01_H
0.2,0.1,0.1,0.0,4.1,0.8,1.1,1.7,CAS003_CAS0000277_stacked_02_H
0.2,0.0,0.1,0.0,3.7,0.7,1.1,1.3,CAS003_CAS0000239_stacked_02_H
0.3,0.1,0.2,0.0,4.3,1.0,2.2,0.5,CAS004_CAS0000310_stacked_01_H
0.3,0.1,0.1,0.1,4.5,0.9,1.0,1.9,CAS002_CAS0000186_stacked_02_H
0.3,0.0,0.2,0.1,5.5,0.9,1.0,2.0,CAS005_CAS0000416_stacked_02_H
0.4,0.2,0.1,0.1,4.3,1.2,0.7,1.6,CAS004_CAS0000364_stacked_02_H
0.2,0.0,0.1,0.1,4.1,0.7,1.3,1.9,CAS003_CAS0000203_stacked_01_H
0.4,0.1,0.2,0.0,4.1,0.9,0.9,1.0,CAS003_CAS0000221_stacked_02_H
0.2,0.0,0.1,0.1,4.7,0.8,1.5,2.1,CAS004_CAS0000308_stacked_01_H
0.3,0.1,0.2,0.1,3.7,0.9,0.8,1.3,CAS002_CAS0000174_stacked_01_H
0.4,0.0,0.1,0.2,4.5,0.5,1.5,2.3,CAS003_CAS0000285_stacked_01_H
0.3,0.1,0.1,0.1,3.8,1.2,0.7,1.2,CAS004_CAS0000298_stacked_02_H
0.8,0.2,0.3,0.3,7.1,1.8,1.2,3.0,CAS005_CAS0000394_stacked_02_H
0.3,0.0,0.1,0.2,4.3,1.0,0.6,1.7,CAS003_CAS0000255_stacked_01_H
0.3,0.0,0.2,0.1,3.9,0.6,1.2,1.6,CAS004_CAS0000332_stacked_02_H
0.3,0.1,0.1,0.1,3.5,0.8,1.4,1.1,CAS003_CAS0000233_stacked_01_H
0.3,0.0,0.2,0.1,4.3,0.7,0.8,1.8,CAS004_CAS0000354_stacked_02_H
0.3,0.1,0.2,0.1,4.6,1.0,1.4,1.8,CAS004_CAS0000320_stacked_01_H
0.4,0.1,0.1,0.2,4.6,1.0,1.2,2.1,CAS003_CAS0000209_stacked_02_H
0.5,,0.2,0.3,5.4,,2.3,2.4,CAS003_CAS0000247_stacked_02_H
0.1,0.1,0.0,,2.3,0.9,0.8,,CAS003_CAS0000215_stacked_02_H
0.3,0.1,0.2,0.0,4.4,1.0,1.5,1.6,CAS005_CAS0000400_stacked_01_H
0.4,0.1,0.3,0.1,4.1,0.7,1.6,1.7,CAS004_CAS0000372_stacked_01_H
0.2,,0.1,0.1,2.8,,1.1,1.0,CAS004_CAS0000296_stacked_01_H
0.2,0.1,0.1,0.1,4.9,1.0,0.6,2.1,CAS002_CAS0000190_stacked_01_H
0.3,0.1,0.1,0.1,4.6,0.9,1.4,2.1,CAS003_CAS0000192_stacked_02_H
0.2,0.1,0.1,0.0,4.2,0.9,1.2,2.0,CAS004_CAS0000306_stacked_02_H
0.4,0.1,0.2,0.2,5.0,1.1,1.6,1.6,CAS003_CAS0000261_stacked_01_H
0.3,0.1,,0.1,3.6,1.3,,0.8,CAS004_CAS0000348_stacked_02_H
0.2,0.1,0.1,0.1,3.8,1.0,1.0,1.3,CAS004_CAS0000376_stacked_03_H
0.2,0.0,0.1,0.1,4.0,0.8,1.4,1.6,CAS005_CAS0000412_stacked_02_H
0.3,0.1,0.2,0.1,3.4,1.2,1.4,0.6,CAS005_CAS0000388_stacked_02_H
0.7,0.2,0.3,0.2,5.8,1.3,1.7,2.4,CAS003_CAS0000249_stacked_01_H
0.3,0.1,0.1,0.1,4.8,0.9,1.2,2.1,CAS003_CAS0000207_stacked_01_H
0.3,0.1,0.1,0.1,4.9,1.1,0.7,1.9,CAS003_CAS0000273_stacked_02_H
0.1,0.0,0.1,0.0,4.2,1.0,0.8,1.7,CAS004_CAS0000314_stacked_01_H
0.5,0.1,0.2,0.1,5.1,1.0,0.8,2.2,CAS002_CAS0000168_stacked_01_H
0.4,0.1,0.2,0.1,5.1,1.0,1.8,2.3,CAS002_CAS0000182_stacked_02_H
0.3,0.1,0.2,0.1,4.5,1.1,1.3,2.1,CAS004_CAS0000379_stacked_02_H
0.2,0.1,0.1,0.1,5.0,1.2,1.6,1.7,CAS003_CAS0000250_stacked_01_H
0.4,0.1,0.2,0.1,4.3,0.9,0.6,1.8,CAS005_CAS0000391_stacked_02_H
0.3,0.1,0.1,0.1,4.7,1.0,1.3,1.9,CAS003_CAS0000224_stacked_02_H
0.2,0.1,0.1,0.0,4.9,1.0,1.2,1.7,CAS003_CAS0000199_stacked_01_H
0.3,0.1,0.1,0.1,4.1,1.0,1.5,1.5,CAS004_CAS0000343_stacked_01_H
0.1,0.0,,0.1,6.7,0.3,,1.7,CAS003_CAS0000280_stacked_01_H
0.4,0.1,0.3,0.1,3.8,0.9,0.5,1.3,CAS003_CAS0000242_stacked_02_H
0.3,0.1,0.2,0.0,4.2,1.1,1.4,1.5,CAS005_CAS0000419_stacked_01_H
0.7,0.2,0.3,0.2,7.2,1.5,1.8,2.9,CAS004_CAS0000325_stacked_01_H
0.3,0.1,0.1,0.1,5.4,1.0,1.1,1.1,CAS002_CAS0000159_stacked_01_H
0.1,0.1,0.0,0.0,4.9,0.9,1.1,2.2,CAS002_CAS0000189_stacked_01_H
0.2,0.1,,0.1,3.1,0.8,,1.3,CAS003_CAS0000278_stacked_01_H
0.3,0.0,0.1,0.2,4.0,0.2,1.2,2.0,CAS004_CAS0000351_stacked_02_H
0.2,0.1,0.1,0.1,4.1,0.9,1.2,1.8,CAS002_CAS0000163_stacked_02_H
0.3,0.1,0.1,0.1,3.8,0.7,1.5,0.7,CAS003_CAS0000236_stacked_01_H
0.3,0.1,0.1,0.1,4.8,1.2,1.4,1.4,CAS003_CAS0000264_stacked_01_H
0.4,0.2,0.1,0.1,5.1,1.0,1.4,2.2,CAS003_CAS0000197_stacked_02_H
0.3,0.2,,0.1,3.6,1.1,,0.8,CAS004_CAS0000303_stacked_02_H
0.3,0.1,0.1,0.1,4.4,1.1,1.2,1.8,CAS004_CAS0000377_stacked_01_H
0.4,0.1,0.3,0.0,4.0,0.9,1.2,0.7,CAS005_CAS0000405_stacked_01_H
0.4,0.1,0.2,0.1,4.9,1.1,1.6,1.6,CAS004_CAS0000339_stacked_01_H
0.2,0.1,0.1,0.1,5.0,1.1,0.8,1.8,CAS003_CAS0000210_stacked_02_H
0.4,0.0,0.1,0.3,4.0,0.3,1.5,2.1,CAS004_CAS0000293_stacked_01_H
0.2,0.1,0.1,0.1,3.0,0.7,1.2,0.9,CAS003_CAS0000238_stacked_02_H
0.3,0.0,0.1,0.1,4.3,0.9,1.4,1.6,CAS004_CAS0000311_stacked_01_H
0.4,0.1,0.2,0.1,5.0,0.9,1.6,1.7,CAS003_CAS0000276_stacked_02_H
0.3,0.1,0.2,0.1,4.8,1.0,0.8,1.8,CAS002_CAS0000187_stacked_02_H
0.2,0.0,0.1,0.0,3.9,0.8,0.8,1.5,CAS003_CAS0000202_stacked_01_H
0.2,0.1,0.1,0.1,4.9,1.0,1.5,2.1,CAS002_CAS0000157_stacked_02_H
0.3,0.1,0.1,0.1,4.1,0.8,1.2,1.6,CAS005_CAS0000417_stacked_02_H
0.1,0.1,0.0,0.0,3.6,1.3,1.0,0.7,CAS004_CAS0000345_stacked_01_H
0.2,0.1,0.0,0.1,4.3,0.9,1.2,1.7,CAS003_CAS0000222_stacked_02_H
0.2,0.1,0.1,0.1,4.7,0.9,1.5,1.9,CAS002_CAS0000177_stacked_01_H
0.5,0.2,0.2,0.2,6.4,1.5,1.9,2.6,CAS005_CAS0000397_stacked_02_H
0.4,0.1,0.2,0.1,4.6,0.8,1.4,1.8,CAS003_CAS0000256_stacked_01_H
0.3,0.1,0.0,0.2,7.4,1.8,1.1,3.0,CAS003_CAS0000218_stacked_01_H
0.4,0.0,0.2,0.1,4.3,0.5,1.4,1.9,CAS004_CAS0000331_stacked_02_H
0.2,0.1,0.1,0.1,4.8,1.0,1.6,2.0,CAS004_CAS0000319_stacked_02_H
0.2,0.1,0.1,0.0,3.8,0.9,0.9,1.6,CAS003_CAS0000230_stacked_01_H
0.2,0.0,0.0,0.1,4.8,1.0,1.4,2.0,CAS002_CAS0000165_stacked_02_H
0.4,0.1,0.2,,2.0,1.1,1.7,,CAS004_CAS0000289_stacked_01_H
0.2,0.1,0.1,0.1,4.7,0.8,0.8,2.1,CAS004_CAS0000323_stacked_01_H
0.4,0.1,0.2,0.1,4.3,1.0,1.2,1.5,CAS005_CAS0000385_stacked_01_H
0.4,0.1,0.1,0.2,4.8,0.9,1.4,2.0,CAS003_CAS0000244_stacked_02_H
0.3,0.0,0.2,0.1,4.2,0.8,1.1,1.6,CAS004_CAS0000295_stacked_01_H
0.5,0.2,0.2,0.2,6.0,1.0,1.7,2.5,CAS003_CAS0000216_stacked_02_H
0.2,0.1,0.1,0.0,4.2,0.9,1.3,1.7,CAS005_CAS0000403_stacked_01_H
0.5,0.1,0.3,0.1,5.0,0.9,1.4,2.1,CAS005_CAS0000399_stacked_01_H
0.4,0.1,0.2,0.1,4.6,0.9,1.6,1.8,CAS003_CAS0000258_stacked_02_H
0.3,0.1,0.2,0.1,4.3,1.0,1.4,1.7,CAS004_CAS0000371_stacked_01_H
0.2,0.1,0.1,0.1,4.8,0.9,0.9,2.1,CAS003_CAS0000191_stacked_02_H
0.1,,0.1,0.1,3.4,,1.2,2.1,CAS004_CAS0000305_stacked_02_H
0.3,0.1,0.1,0.0,4.6,1.1,0.8,1.2,CAS002_CAS0000179_stacked_02_H
0.3,0.1,0.2,0.1,4.5,1.1,1.4,1.7,CAS003_CAS0000262_stacked_01_H
0.8,0.2,0.3,0.3,7.8,1.6,2.0,3.6,CAS005_CAS0000411_stacked_02_H
0.5,0.1,0.2,0.2,4.5,1.0,1.4,2.1,CAS004_CAS0000363_stacked_02_H
0.3,0.1,0.1,0.1,4.6,0.8,1.5,2.1,CAS003_CAS0000204_stacked_01_H
0.3,0.0,0.2,0.1,4.0,0.8,1.6,1.5,CAS004_CAS0000287_stacked_02_H
0.1,0.0,0.1,0.0,3.8,0.8,0.6,1.5,CAS002_CAS0000181_stacked_02_H
0.2,0.1,0.1,0.0,4.5,1.0,1.4,1.5,CAS004_CAS0000359_stacked_01_H
0.2,0.1,0.1,0.1,4.0,0.9,1.1,1.3,CAS003_CAS0000270_stacked_02_H
0.1,0.0,0.1,0.0,4.2,1.1,1.3,0.7,CAS004_CAS0000317_stacked_01_H
0.3,0.0,0.1,0.2,4.3,0.9,0.6,1.9,CAS004_CAS0000334_stacked_02_H
0.2,0.1,0.1,0.0,4.4,1.1,1.2,1.0,CAS003_CAS0000253_stacked_01_H
0.3,0.1,0.1,0.1,4.2,1.1,1.2,1.7,CAS005_CAS0000392_stacked_02_H
0.4,0.1,0.1,0.2,4.4,0.8,1.5,2.0,CAS005_CAS0000408_stacked_02_H
0.3,0.0,0.1,0.2,3.5,0.5,1.0,1.4,CAS003_CAS0000283_stacked_01_H
0.3,0.1,0.1,0.1,3.3,0.8,1.2,0.9,CAS003_CAS0000227_stacked_02_H
0.4,0.1,0.2,0.1,4.3,1.0,1.3,1.6,CAS004_CAS0000340_stacked_01_H
0.2,0.1,0.1,0.1,3.4,0.8,0.5,1.2,CAS003_CAS0000269_stacked_02_H
0.2,0.1,0.1,0.1,3.3,0.6,1.3,1.0,CAS003_CAS0000241_stacked_02_H
0.1,0.1,,,3.0,3.0,,,CAS004_CAS0000368_stacked_01_H
0.5,0.1,0.3,0.1,6.4,1.5,1.4,1.6,CAS004_CAS0000326_stacked_01_H
0.2,0.1,0.1,0.0,3.8,0.7,0.6,1.4,CAS005_CAS0000420_stacked_02_H
0.2,0.1,0.1,0.1,3.6,0.9,0.6,1.3,CAS004_CAS0000352_stacked_02_H
0.2,0.1,0.1,0.1,4.4,0.8,1.4,2.0,CAS002_CAS0000160_stacked_02_H
0.3,0.1,0.2,0.1,4.1,0.8,0.6,1.4,CAS003_CAS0000235_stacked_01_H
0.4,0.1,0.1,0.2,4.8,1.0,1.7,1.9,CAS003_CAS0000267_stacked_01_H
0.2,0.1,0.1,0.1,4.9,1.0,0.8,2.0,CAS003_CAS0000194_stacked_02_H
0.5,0.2,0.4,,1.9,1.0,0.8,,CAS004_CAS0000300_stacked_02_H
0.5,0.1,0.2,0.2,5.5,1.2,1.3,2.4,CAS003_CAS0000229_stacked_01_H
0.3,0.1,0.2,0.0,4.4,0.9,0.9,1.2,CAS004_CAS0000290_stacked_01_H
0.3,0.1,0.2,0.1,4.6,0.9,1.5,1.9,CAS004_CAS0000374_stacked_01_H
0.5,0.1,0.2,0.2,4.4,0.9,1.0,2.1,CAS005_CAS0000406_stacked_01_H
0.2,0.1,0.1,0.0,4.1,0.9,0.7,1.5,CAS003_CAS0000213_stacked_02_H
0.3,0.1,0.1,0.1,4.7,0.9,1.3,1.7,CAS002_CAS0000184_stacked_02_H
0.2,0.0,0.1,0.1,4.5,0.5,1.6,2.1,CAS004_CAS0000312_stacked_01_H
0.4,0.0,0.1,0.2,5.0,0.8,1.2,2.1,CAS003_CAS0000275_stacked_02_H
0.3,0.1,0.1,0.1,5.4,0.9,1.5,2.3,CAS003_CAS0000201_stacked_01_H
0.3,0.1,0.1,0.1,4.1,0.8,1.2,1.6,CAS004_CAS0000328_stacked_02_H
0.3,0.1,0.2,0.0,4.8,0.9,1.5,1.1,CAS004_CAS0000366_stacked_02_H
0.2,0.1,0.1,0.0,4.6,0.9,1.2,1.4,CAS005_CAS0000414_stacked_02_H
0.2,0.1,0.1,0.1,4.6,1.0,1.3,1.9,CAS002_CAS0000176_stacked_01_H
0.3,0.1,0.1,0.1,4.3,1.0,1.4,1.7,CAS003_CAS0000223_stacked_02_H
0.7,0.1,0.2,0.3,6.4,1.2,2.1,2.8,CAS004_CAS0000344_stacked_01_H
0.5,0.2,0.2,0.2,6.5,1.3,2.0,2.9,CAS003_CAS0000219_stacked_01_H
0.2,0.1,0.1,0.1,4.5,1.2,1.0,1.6,CAS003_CAS0000257_stacked_01_H
0.6,0.1,0.4,0.1,5.6,1.1,1.7,1.4,CAS005_CAS0000396_stacked_02_H
0.2,0.0,0.2,0.0,4.1,0.8,1.5,1.7,CAS004_CAS0000356_stacked_02_H
0.2,0.1,0.1,0.1,4.5,0.9,1.5,1.3,CAS002_CAS0000164_stacked_02_H
0.3,0.1,0.2,0.1,4.9,0.9,0.9,2.0,CAS004_CAS0000318_stacked_02_H
0.3,0.0,0.2,0.1,3.4,0.4,1.0,1.2,CAS003_CAS0000231_stacked_01_H
0.3,0.0,0.1,0.2,4.1,0.6,0.9,1.7,CAS004_CAS0000288_stacked_01_H
0.3,0.1,0.2,0.1,4.3,0.8,1.6,1.8,CAS005_CAS0000384_stacked_01_H
0.3,0.0,0.1,0.2,3.9,0.7,1.2,1.7,CAS004_CAS0000322_stacked_01_H
0.7,0.2,0.2,0.3,6.6,1.3,1.9,5.0,CAS004_CAS0000294_stacked_01_H
0.4,0.1,0.2,0.2,5.1,1.1,1.7,2.0,CAS003_CAS0000259_stacked_02_H
0.3,0.0,0.1,0.1,4.6,0.8,1.2,2.0,CAS004_CAS0000370_stacked_01_H
0.4,0.1,0.2,0.1,4.2,0.9,1.3,1.5,CAS005_CAS0000402_stacked_01_H
0.6,0.2,0.3,0.1,5.7,1.7,1.5,1.7,CAS003_CAS0000217_stacked_02_H
0.4,0.1,0.1,0.2,5.0,1.1,1.5,2.1,CAS003_CAS0000263_stacked_01_H
0.4,0.2,0.2,,1.7,0.9,0.8,,CAS002_CAS0000178_stacked_02_H
0.3,0.1,0.1,0.1,5.1,1.0,1.5,2.3,CAS003_CAS0000205_stacked_01_H
0.5,0.1,0.2,0.2,5.8,1.3,1.9,2.3,CAS005_CAS0000410_stacked_02_H
0.3,0.1,0.2,0.1,4.0,0.8,0.9,1.8,CAS004_CAS0000286_stacked_02_H
0.7,0.2,0.3,0.2,6.9,1.5,2.3,2.9,CAS002_CAS0000180_stacked_02_H
0.2,0.0,0.0,0.1,2.9,0.7,1.0,1.0,CAS004_CAS0000316_stacked_01_H
0.2,0.0,0.1,0.1,4.1,0.3,1.4,2.2,CAS004_CAS0000358_stacked_01_H
0.3,0.0,0.1,0.1,6.2,1.1,2.0,3.0,CAS003_CAS0000271_stacked_02_H
0.3,0.1,0.2,0.1,4.4,1.0,1.3,1.7,CAS005_CAS0000409_stacked_02_H
0.4,0.0,0.1,0.2,4.3,0.5,1.3,2.1,CAS005_CAS0000393_stacked_02_H
0.2,0.1,0.1,0.1,4.9,1.1,0.5,1.7,CAS003_CAS0000252_stacked_01_H
0.4,0.1,0.3,0.0,3.0,1.0,1.1,0.4,CAS004_CAS0000335_stacked_02_H
0.3,,0.1,0.2,4.3,,1.8,2.4,CAS003_CAS0000282_stacked_01_H
0.5,0.1,0.2,0.2,4.8,0.9,0.7,2.2,CAS004_CAS0000341_stacked_01_H
0.4,0.1,0.2,0.1,4.6,1.1,1.1,1.9,CAS003_CAS0000268_stacked_02_H
0.5,0.2,0.2,0.2,6.8,1.7,1.9,3.0,CAS003_CAS0000226_stacked_02_H
0.4,0.1,0.2,0.1,4.3,1.0,1.0,1.2,CAS002_CAS0000173_stacked_01_H
0.3,0.1,0.2,0.1,4.9,1.2,0.9,1.8,CAS004_CAS0000327_stacked_01_H
0.2,0.0,0.1,0.0,4.6,1.0,1.0,1.9,CAS005_CAS0000381_stacked_01_H
0.6,0.2,0.1,0.3,7.3,1.3,2.6,3.2,CAS003_CAS0000240_stacked_02_H
0.4,0.1,0.3,0.1,4.3,0.9,1.1,1.6,CAS004_CAS0000369_stacked_01_H
0.2,0.1,0.1,0.1,3.6,0.7,1.3,1.4,CAS003_CAS0000234_stacked_01_H
0.2,0.1,0.1,0.0,4.2,1.1,1.1,1.8,CAS002_CAS0000161_stacked_02_H
0.3,0.1,0.2,0.0,4.3,1.0,1.7,1.0,CAS004_CAS0000353_stacked_02_H
0.3,0.0,0.1,0.1,3.8,0.9,0.8,1.5,CAS005_CAS0000421_stacked_02_H
0.2,0.1,0.1,0.0,3.9,1.0,1.2,1.3,CAS003_CAS0000195_stacked_02_H
0.2,0.0,0.1,0.1,3.5,0.8,1.1,1.4,CAS004_CAS0000301_stacked_02_H
0.2,0.0,0.1,0.1,3.1,0.4,0.9,1.4,CAS003_CAS0000228_stacked_01_H
0.4,0.1,0.2,0.1,4.8,1.0,1.3,1.9,CAS003_CAS0000266_stacked_01_H
0.4,0.0,0.2,0.2,4.1,1.0,1.0,1.6,CAS004_CAS0000291_stacked_01_H
0.3,0.1,0.2,,2.5,1.0,1.4,,CAS003_CAS0000212_stacked_02_H
0.4,0.0,0.2,0.1,4.7,0.9,0.8,1.8,CAS004_CAS0000375_stacked_01_H
0.3,0.1,0.1,0.1,5.0,1.0,1.6,2.2,CAS002_CAS0000185_stacked_02_H
0.3,0.0,0.1,0.2,4.9,0.5,1.4,2.4,CAS003_CAS0000274_stacked_02_H
0.5,0.1,0.2,0.2,4.7,0.8,1.0,2.0,CAS004_CAS0000313_stacked_01_H
0.5,0.2,0.2,0.1,5.6,1.1,1.7,2.2,CAS005_CAS0000415_stacked_02_H
0.2,0.1,0.1,0.1,5.1,1.0,1.4,2.2,CAS003_CAS0000200_stacked_01_H
0.361,0.085,0.153,0.123,4.645,1.032,1.313,2.018,CAS002_CAS0000152_stacked_01_H
0.247,0.075,0.111,0.061,4.192,1.016,1.185,1.567,CAS001_CAS0000004_stacked_01_H
1.337,0.253,0.32,0.764,9.431,1.616,2.858,4.575,CAS001_CAS0000070_stacked_02_H
0.852,0.004,0.222,0.626,6.835,0.684,2.349,3.594,CAS001_CAS0000028_stacked_03_H
0.199,0.04,0.083,0.076,4.019,0.69,1.055,1.584,CAS002_CAS0000126_stacked_02_H
0.467,0.088,0.129,0.25,5.638,0.855,1.421,2.393,CAS001_CAS0000016_stacked_02_H
0.193,0.063,0.08,0.05,3.565,0.756,0.648,1.585,CAS002_CAS0000140_stacked_02_H
0.208,0.056,0.051,0.101,4.378,0.929,1.061,1.99,CAS002_CAS0000134_stacked_01_H
0.328,0.064,0.152,0.112,4.954,1.101,1.35,2.002,CAS001_CAS0000088_stacked_02_H
0.44,0.152,0.064,0.224,6.901,1.534,1.046,3.068,CAS001_CAS0000062_stacked_01_H
0.187,0.051,0.107,0.029,4.188,1.186,1.055,1.143,CAS002_CAS0000128_stacked_01_H
0.179,0.046,0.029,0.104,4.046,0.735,0.94,1.799,CAS001_CAS0000094_stacked_02_H
0.235,0.058,0.136,0.041,4.474,0.904,1.175,0.859,CAS001_CAS0000030_stacked_01_H
0.403,0.098,0.127,0.178,4.17,1.222,0.969,1.39,CAS001_CAS0000044_stacked_02_H
0.494,0.1,0.046,0.348,7.886,1.673,0.557,2.788,CAS001_CAS0000052_stacked_03_H
0.105,0.064,0.028,0.013,3.917,0.99,0.988,1.109,CAS002_CAS0000112_stacked_02_H
0.719,0.172,0.247,0.3,9.379,1.611,2.84,4.169,CAS001_CAS0000022_stacked_02_H
0.294,0.07,0.152,0.072,4.13,0.876,1.584,1.461,CAS001_CAS0000086_stacked_01_H
0.357,0.165,0.192,,2.182,0.882,1.256,,CAS002_CAS0000100_stacked_01_H
0.079,0.062,0.009,0.008,4.648,1.218,1.127,1.269,CAS001_CAS0000018_stacked_01_H
1.76,0.157,0.49,1.113,8.555,0.605,3.197,4.321,CAS001_CAS0000056_stacked_01_H
1.738,0.245,0.609,0.884,9.879,1.395,3.892,4.292,CAS001_CAS0000075_stacked_02_H
0.244,0.072,0.134,0.038,3.838,0.931,0.504,1.008,CAS002_CAS0000123_stacked_02_H
0.252,0.065,0.125,0.062,4.552,0.919,1.057,1.748,CAS002_CAS0000119_stacked_01_H
0.349,0.027,0.12,0.202,4.482,0.317,1.494,2.581,CAS001_CAS0000001_stacked_01_H
0.187,0.04,0.084,0.063,4.269,0.818,1.38,1.726,CAS002_CAS0000131_stacked_01_H
0.467,0.183,0.102,0.182,10.082,2.037,0.306,3.666,CAS001_CAS0000029_stacked_01_H
0.77,0.21,0.234,0.326,6.126,1.547,1.671,2.661,CAS001_CAS0000067_stacked_01_H
0.301,0.086,0.087,0.128,3.602,1.128,0.801,1.492,CAS001_CAS0000013_stacked_02_H
0.232,0.065,0.081,0.086,4.92,0.993,1.342,2.187,CAS002_CAS0000145_stacked_02_H
1.311,0.108,0.348,0.855,10.082,1.417,3.261,5.201,CAS001_CAS0000005_stacked_03_H
0.522,0.16,0.205,0.157,5.939,1.32,1.919,2.4,CAS001_CAS0000041_stacked_02_H
0.74,0.178,0.178,0.384,9.875,1.682,2.598,5.295,CAS001_CAS0000019_stacked_03_H
0.177,0.087,,0.09,4.352,0.879,,1.758,CAS002_CAS0000153__stacedk_01_H
0.173,0.07,0.077,0.026,4.119,0.873,1.248,1.332,CAS002_CAS0000117_stacked_02_H
0.268,0.053,0.132,0.083,4.611,0.839,0.698,1.817,CAS001_CAS0000091_stacked_02_H
1.845,0.187,0.346,1.312,10.542,1.276,2.876,5.431,CAS001_CAS0000035_stacked_01_H
0.094,0.061,0.02,0.013,3.439,0.938,0.798,0.799,CAS002_CAS0000105_stacked_01_H
1.544,0.085,0.606,0.853,9.013,0.993,3.19,4.648,CAS001_CAS0000053_stacked_01_H
0.733,0.169,0.321,0.243,6.849,1.245,2.49,3.045,CAS001_CAS0000069_stacked_02_H
0.621,0.167,0.072,0.382,6.748,1.091,0.885,2.591,CAS001_CAS0000027_stacked_02_H
0.18,0.051,0.038,0.091,3.508,0.744,0.957,1.63,CAS001_CAS0000014_stacked_04_H
0.169,0.036,0.06,0.073,4.154,0.671,1.049,1.511,CAS001_CAS0000031_stacked_03_H
0.442,0.132,0.135,0.175,4.238,1.241,1.027,1.755,CAS001_CAS0000083_stacked_01_H
1.783,0.297,0.928,0.558,8.25,0.997,2.751,4.252,CAS001_CAS0000005_stacked_01_H
0.966,0.164,0.191,0.611,9.81,1.288,2.772,5.057,CAS001_CAS0000071_stacked_02_H
0.236,0.077,0.074,0.085,3.801,1.229,0.921,1.459,CAS002_CAS0000127_stacked_02_H
0.37,0.091,0.13,0.149,4.851,1.225,1.029,1.372,CAS001_CAS0000017_stacked_02_H
0.631,0.12,0.336,0.175,6.915,1.257,0.908,2.515,CAS001_CAS0000059_stacked_02_H
0.235,0.049,0.113,0.073,4.195,0.541,1.317,1.912,CAS002_CAS0000141_stacked_02_H
